,Description,Link
53,"Junior Business Consultant
Sonum International Ho Chi Minh City, Vietnam
2 weeks ago Be among the first 25 applicants
See who Sonum International has hired for this role
Apply on company website
Save
Direct message the job poster from Sonum International
Krzysztof Woszczyk
About you 
To be able to grow into the role of Junior Business Consultant we think the following characteristics are important: 
Willingness and ability to learn and an entrepreneurial mindset, 
Bachelor’s degree in Finance, Economics, Information Management and Technology, Engineering, or related field, 
Familiarity with financial/multi-dimensional modelling, data analytics, or business intelligence concepts, 
Dare to work autonomously, take decisions and responsibility, 
Demonstrated analytical and problem‐solving skills, 
Love numbers, solving mathematical puzzles and finding cause-effect relationships, 
Effective oral, written, and interpersonal communication skill, 
Good level of English, additional languages are an advantage, 
Strong Microsoft Excel abilities, 
Willingness to travel. 

Responsibilities of the Consultant include: 
Demonstrate technical knowledge for software implementations including activities around field-to-field data mapping, conversion validation, system and security configuration, user acceptance testing, and system integration testing, 
Assist user requirements analysis; facilitate business process design sessions, identify gaps, issues, and reporting risk areas as part of an implementation team, 
Maintain client focus and demonstrate ownership to drive consensus and project related decisions, 
Work in a collaborative way with other team members and clients to deliver successful and sustainable solutions, 
Communicate well written and orally at all levels‐managerial, technical, and user, 
Understand priorities, scope, timeline, goals, and key milestones. 
 About Keyrus & Sonum International 
Sonum International and Keyrus offer consulting and implementation services in the areas of Data, Digital, Management & Transformation, and Enterprise Performance Management. 
Combined, we have 3,300+ resources with offices in over 25 countries. We dare to say that we are truly international, supporting organizations around the globe with a team of many different nationalities speaking 20+ languages. 
Our consultants combine financial, business and IT expertise and aim to be the best of class, they are completely focused on adding value for our customers. 
We do not believe in corporate structures; we do believe in people who take responsibility and want to build a team based on trust.  
   Show less
Employment type
Full-time
Referrals increase your chances of interviewing at Sonum International by 2x
See who you know
Turn on job alerts
Junior Business Consultant in Ho Chi Minh City, Vietnam
",https://vn.linkedin.com/jobs/view/junior-business-consultant-at-sonum-international-2775579078?refId=m4CQcg6vuyREeeDwLUjrlA%3D%3D&trackingId=eO7WlZZFL6DS7yfB3GoTuQ%3D%3D&position=15&pageNum=2&trk=public_jobs_jserp-result_search-card
54,"Business Analyst Intern
Cho Tot Ho Chi Minh City, Ho Chi Minh City, Vietnam
2 months ago Be among the first 25 applicants
No longer accepting applications
Long story short: Do you dream of creating something that simplify sell and buy experiences to millions of Vietnamese lives? Do you have the passion to learning and achieving a rewarding career in Internet technology product? Are you curious to know what you don’t know? We are seeking an awesome Business Analyst Intern who wants to accompany with Cho Tot in the technology world. You will have the chance to learn and grow to exceptional Business/Performance Analyst expert. You will build the product that Vietnamese love to experience and benefit from. Being a Business Analyst Intern, you will: Help to prepare monthly/quarterly performance reports which highlight business trends and opportunities; reports include the consolidation of a series of analysis based on real data, feedback solicited from operational teams, and an executive summary listing the improvements and opportunities. Conduct user and market research; data analysis related to user behavior on our product; and recommendation for the solutions on feature improvements and optimization. Identify deficiencies with business processes, automation tools, and products and services offered, and alert teams on potential issues related to business metrics performance. Assist in data preparation and automatic dashboards creating to monitor metrics that matter to the company. We expect you have: Passion with the internet and technology, hunger for knowledge and be quick learner Strong story-telling skills, the ability to translate data into business insight Experience in processing data or data visualization concepts is a plus Fluency in English You deserve: A 6-month paid internship with the strong possibility of a permanent position Creative and energizing working environment with passionate, talented teammates Being trained with:1. Data analytic and visualization tool: SQL, Google Bigquery, DataStudio, Tableau, Superset2. Business operation and Strategy planning by our experienced Analysts.
Show less
Seniority level
Not Applicable
Employment type
Internship
Job function
Information Technology
Industries
IT Services and IT Consulting
Turn on job alerts
Business Analyst Intern in Ho Chi Minh City, Ho Chi Minh City, Vietnam
",https://vn.linkedin.com/jobs/view/business-analyst-intern-at-cho-tot-2741669020?refId=m4CQcg6vuyREeeDwLUjrlA%3D%3D&trackingId=avyJUtCnw3s%2BTfiqnMTc2g%3D%3D&position=16&pageNum=2&trk=public_jobs_jserp-result_search-card
55,"Data Analyst (Flexible time/attractive salary)
Advesa Digital Solutions Hanoi, Hanoi, Vietnam
2 weeks ago Be among the first 25 applicants
No longer accepting applications
We is looking for a self-motivated Data Analyst to join our growing company. You will take responsibility for managing our master data set, developing reports, and troubleshooting data issues. To do well in this role you need a very fine eye for detail, experience as a data analyst, and an understanding of the popular data analysis tools and databases. Responsibilities :
Communicating findings and recommendations and collaborate with other partners
Work with a variety of data sources – extracting knowledge and actionable information from massive datasets.
Analyze broad data sets and provide actionable insights to solve any critical business problems and forecast future sales performance (Customer Segmentation, Cross-sell/Up-sell, Customer Churn Prediction, Sales analysis etc.)
Gather requirements from different business units and translate to actionable insights
Ability to build and maintain automated analytics dashboards, metric reports, and data visualizations
Communicate and present on technical information with non-technical team members and stakeholders
Strong ability to troubleshoot and resolve data issues
Support the business with ad hoc reporting Job Requirement:
Bachelor’s degree or the equivalent experience in statistics, finance, economics or a related field
Ability to apply statistical techniques and principles to solve or provide direction to a business problems
Analytical mind and business acumen
Experience designing reports and dashboards as Power BI, or equivalent BI product
Experience with common data science toolkits, such as Python, or R, etc.
High-level experience in methodologies and processes for managing large scale databases
Experience working with databases such as PostgreSQL, MySQL, or equivalent
Excellent English communication skills including written, verbal and presentation Benefits:
Chance to work in an international team and professional working environment
Training and career development opportunities
Performance review every 6 months
Open, supportive and collaborative culture
Flexible working hours with 40 hours per week (Monday – Friday)
Lunch allowance and free drinks (coffee, tea, snack …)
Premium health insurance package
Paid leave (12 days/year)
Free English class for everyone 2 lessons per week
Sponsor the fee of getting certificates for each team
13 month salary bonus
Show less
Seniority level
Associate
Employment type
Full-time
Job function
Information Technology
Industries
Marketing and Advertising
Turn on job alerts
Data Analyst in Hanoi, Hanoi, Vietnam
",https://vn.linkedin.com/jobs/view/data-analyst-flexible-time-attractive-salary-at-advesa-digital-solutions-2779214930?refId=m4CQcg6vuyREeeDwLUjrlA%3D%3D&trackingId=Tz1u57agzxS%2FYyaFNSklcA%3D%3D&position=17&pageNum=2&trk=public_jobs_jserp-result_search-card
56,"ShopeeFood - Budget & Planning - Business Intelligence Analyst (Associate/ Senior Associate)
Shopee Ho Chi Minh City, Ho Chi Minh City, Vietnam
3 weeks ago Be among the first 25 applicants
See who Shopee has hired for this role
Apply on company website
Save
Job Description
Develop and automate report/ dashboard to monitor performance specified by management board,
propose appropriate business key metrics at different developmental stages.
Consult management and operational teams by running deep dive data analyses on issues/ ad-hoc
requests that lead to actionable insights to growth the business.
Be responsible for the accuracy of the data extraction.
Support various business functions with the development and maintenance of various
management reports.

Requirements
0-2+ years (for Associate level) / 4+ years (for Senior level) of industry experience with proven business impact; degree in quantitative field
preferred.
Have experience with Python, R (or other tools for statistical analysis), data visualization tools is
a plus.
Proficiency in advance SQL skills working with relational databases to write complex queries and
stored procedures.
Ability to manage multiple priorities and adjust quickly to changing priorities.
Experience working with multiple stakeholders across various divisions.
Ability to make inferences from data and devise appropriate course of actions.
Excellence written and verbal communication skills in English and Vietnamese.
Comfortable working with large data sets and numbers.
Good working knowledge of the technology products.
Self-starter with can-do attitude.
Able to work in a team.

At ShopeeFood, your benefits are our commitment, what you can get when joining us:
Attractive salary package with annual performance review.
13th
month salary, annual performance bonus.
Full Social insurance, Health insurance and Unemployment insurance contribution.
14 annual leave days and 06 sick leave days.
Annual company trip, many company activities throughout the year.
Annual health examinations.
Regular internal training courses and programs
Show less
Seniority level
Associate
Employment type
Full-time
Job function
Research, Analyst, and Information Technology
Industries
Internet Publishing
Referrals increase your chances of interviewing at Shopee by 2x
See who you know
Turn on job alerts
Senior Business Intelligence Analyst in Ho Chi Minh City, Ho Chi Minh City, Vietnam
",https://vn.linkedin.com/jobs/view/shopeefood-budget-planning-business-intelligence-analyst-associate-senior-associate-at-shopee-2734472769?refId=m4CQcg6vuyREeeDwLUjrlA%3D%3D&trackingId=SB3srvttTljBLYkrpiGoHw%3D%3D&position=18&pageNum=2&trk=public_jobs_jserp-result_search-card
57,"Manager, Data Strategist
Mercedes-benz Vietnam Ltd. Ho Chi Minh City, Ho Chi Minh City, Vietnam
1 month ago Be among the first 25 applicants
No longer accepting applications
MÔ TẢ CÔNG VIỆC Define annual communication strategy for brand and sub-brands (key communication targets, key messages, media strategies, etc. )Create data strategy that drive the plan and performance of Marketing campaigns, CRM, and e-commerce resultDesign and manage integrated analytics strategy/approach across touchpoints to create measurement frameworks and scorecardsLeverage data and analytics to support campaign, content or product ideation, design and implementation, and deliver actionable insightAssist with developing and measuring marketing stimuli (A/B and multi-variant) test results in collaboration with campaign digital marketing teamsWork closely with Data manager to maintain and leverage data to convert to leads & online, digitally triggered offline salesAnalyze data and work closely with sales team to steer performance of e-commercePerform customer sales prospecting funnel, customer journey mapping, acquisition, retention, and brand loyaltyBe in charge of CRM Use Case from strategic planning to implementationManage the Advertising and CRM team; Allocate budgetEnhance the reporting process through automation for data extraction and processingPaid/Owned/Earned measurement leveraging native tools and 3rd party tracking (Facebook Insights, Twitter Analytics, etc.)Work with Daimler/HUB SEA1 to update strategies/guidelinesPerform required checking, approval, compliance, audit processes related to SOWSupport other teams when assigned by supervisor. YÊU CẦU CÔNG VIỆC University degree in Statistics, Economics, Business, Marketing or other quantitative disciplineAt least 3 years of work experience in a professional services environment (management consulting, market research, advertising, data analysis, CRM, digital MKT, eCommerce)Experience with web analytics tools and social listening tools such as Google Analytics and Salesforce or similar CRM systemKnowledge or experience of Digital Marketing platformsEncapsulate and present analytical findings and communicate (both written and verbal) complex concepts to internal and externalPython skills would be a plus (Scrapping, clustering etc.)Good knowledge of Vietnamese automotive market, consumer behavior, customer insight and expectationsGood knowledge of Mercedes-Benz brand and product rangeGood customer service skills, interpersonal skills and presentation skills ĐỊA ĐIỂM LÀM VIỆC 693 Quang Trung, phường 8, Gò Vấp, Ho Chi Minh City, Vietnam
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Business Development
Industries
Motor Vehicle Manufacturing
Turn on job alerts
Data Manager in Ho Chi Minh City, Ho Chi Minh City, Vietnam
",https://vn.linkedin.com/jobs/view/manager-data-strategist-at-mercedes-benz-vietnam-ltd-2741664106?refId=m4CQcg6vuyREeeDwLUjrlA%3D%3D&trackingId=tbh8KABVr1B%2FigiqBqQmKg%3D%3D&position=20&pageNum=2&trk=public_jobs_jserp-result_search-card
58,None,https://vn.linkedin.com/jobs/view/data-management-business-analytics-associate-manager-at-generali-vietnam-life-insurance-2759587925?refId=m4CQcg6vuyREeeDwLUjrlA%3D%3D&trackingId=XTGWX5EReucTTCc5%2FpteKQ%3D%3D&position=21&pageNum=2&trk=public_jobs_jserp-result_search-card
59,Senior ,https://vn.linkedin.com/jobs/view/senior-officer-expert-business-intelligence-at-techcombank-tcb-2743919281?refId=m4CQcg6vuyREeeDwLUjrlA%3D%3D&trackingId=U2AebuY1RxVYXTvgHFYt3g%3D%3D&position=22&pageNum=2&trk=public_jobs_jserp-result_search-card
60,"Risk Analyst
Mirae Asset Finance Company Limited (Vietnam) Ho Chi Minh City, Vietnam
4 weeks ago Be among the first 25 applicants
See who Mirae Asset Finance Company Limited (Vietnam) has hired for this role
Apply Now
Save
Direct message the job poster from Mirae Asset Finance Company Limited (Vietnam)
Phuong Vo
Senior Data Analyst at MAFC
DATA DEPUTY MANAGER (RELATING RISK BACKGROUND)
Workplace: D1, Ho Chi Minh City
KEY RESPONSIBILITIES:
• Facilitate the establishment and execution of the roadmap and vision for information delivery and management across all sales Channels
• Build/enhance the data governance framework and implement data governance practices
• Build and maintain standard reports and self-service Business Intelligence tools to serve business information and reporting needs
• Monitor the performance of specific products, portfolios and evaluate credit quality of new bookings.
• Understands business problems and designs end-to-end analytics cover Loan Cycle processes
• Provide data insights, modelling and reports for business units as required in an accurate and timely manner.
• Undertake other tasks assigned by BOD

REQUIREMENTS:
• Graduate from a quantitative field (Engineering, Statistics, Mathematics, Sciences, Finance)
• Minimum 5+ years of a statistical and/or data science role, preferably working in Financial Institution’s Risk Department or relating Risk background
• Demonstrated understanding of data governance, data lake, enterprise data warehouse, big data, BI & advance analytics, content management and data management.
• Hands on experience with BI Tools
• Familiar with SQL, Oracle and IBM DB2, etc.
Show less
Employment type
Full-time
Referrals increase your chances of interviewing at Mirae Asset Finance Company Limited (Vietnam) by 2x
See who you know
Turn on job alerts
Risk Analyst in Ho Chi Minh City, Vietnam
",https://vn.linkedin.com/jobs/view/risk-analyst-at-mirae-asset-finance-company-limited-vietnam-2749285295?refId=m4CQcg6vuyREeeDwLUjrlA%3D%3D&trackingId=k6v79MsgE4jgYK1lNJgbuA%3D%3D&position=24&pageNum=2&trk=public_jobs_jserp-result_search-card
61,"Agency Data Analysis & Reporting, Assistant Manager
BIDV MetLife Hanoi, Hanoi, Vietnam
1 month ago Be among the first 25 applicants
See who BIDV MetLife has hired for this role
No longer accepting applications
Direct message the job poster from BIDV MetLife
BIDV MetLife
BIDV MetLife Life Insurance LLC
Responsibilities:

A.     Analyst data detail for Agency Channels and Non-bank Channel
·        Be responsible for collection, analysist detail performance, structure KPI/ key point from sales force
·        Build and manage sales monthly dashboard, sales performance data analysis and reports include tracking performance weekly, daily to Manager/CDO to push sales.
·        Be responsible to build and maintain data master/hub out of system/ data mapping to provide full picture sales force to manager
·        Provide adhoc report related to DA and Non-Bank

B.     Build and develop, management of sales tool system for DA, Non-Bank
·        Work with related department to support management in BA requirement related to sales support system: Zalo OA, DDH, BES…
·        Design training document/ communicate/ guild sales force about all sales support application or tool for DA/non-Bank

C. Support build compensation, contest, incentive scheme for DA and non-bank
Support Manager to analyst/build and update/monitor about compensation, incentive scheme for DA and Non-bank.

Requirements:
·        At least 2 years working experience in Planning, Sales analytics
·        Able to work independently under high pressure and have team working spirit
·        Problem solving, general knowledge of sales operation and support
·        Microsoft ",https://vn.linkedin.com/jobs/view/agency-data-analysis-reporting-assistant-manager-at-bidv-metlife-2748000559?refId=7ygMmKb6vAOSeRlvf5g7vg%3D%3D&trackingId=3%2FF%2BZ%2F7GwHzaK5QoEW9zZQ%3D%3D&position=3&pageNum=3&trk=public_jobs_jserp-result_search-card
62,"Data Analyst (Pay Later - Vietnam)
Traveloka Ho Chi Minh City, Ho Chi Minh City, Vietnam
2 months ago Be among the first 25 applicants
See who Traveloka has hired for this role
Apply on company website
Save
Traveloka is a Southeast Asian tech unicorn with core businesses in travel and financial services. Currently we are rapidly expanding in the region. ",https://vn.linkedin.com/jobs/view/data-analyst-pay-later-vietnam-at-traveloka-2756468900?refId=7ygMmKb6vAOSeRlvf5g7vg%3D%3D&trackingId=tLs%2FlTWgCi0QwK0jfyWnTw%3D%3D&position=5&pageNum=3&trk=public_jobs_jserp-result_search-card
63,"BUSINESS INTELLIGENCE ANALYST
Datvietvac Group Holdings Ho Chi Minh City, Ho Chi Minh City, Vietnam
1 month ago Be among the first 25 applicants
No longer accepting applications
Business Requirements & Analysis:
Evaluates internal and external customers’ needs and abilities in order to provide appropriate solutions.
Provides input to business requirements for the design of solutions
Identifies and provides input to new technology opportunities that will have an impact on the enterprisewide BI systems
Advises executives on how BI (processes, practices and technologies) play a critical role in improving business management and optimization
Explores the data and discovers patterns, meaningful relationships, anomalies and trends.
Designs Group-wide “views” and custom reports
May perform analysis for a wide range of requests using data in different formats and from various platforms
Researches business problems and creates models that help analyze these business problems.
Develops best practices for report deployments
Research, Project/Work Planning:
Researches best practices
Suggest selection of tools, frameworks and mechanisms for data analytics
Aligns BI technologies with strategic initiatives
Stays abreast of BI products/tools and of business strategies and direction
Participates in workstream planning process including inception, technical design, development, testing and delivery of BI solutions
Develops work plans or reviews other work plan timelines and manages workflows to meet timeframes.
Participates in project management estimation process
Manages and plans for service demand forecasts
Conducts analyses of functional business processes and functional requirements and participates in the development of business cases in the support of process changes and/or IT projects
Testing and Information Quality Assurance:
Leads or provides direction for the planning, designing, and execution of user testing efforts
Oversees the implementation (i.e., testing, issues resolution) of new systems or modifications
Analyzes testing results to ensure the solution meets the needs of the business
Provides support to test teams
Recommends quality metrics and ensures quality metrics are documented and tracked
Creates data quality tickets, as needed
Policies, Procedures, and Training:
Adheres to current standards
Recommends standards, policies and procedures for the form, structure, and attributes of the BI tools and systems
Designs and delivers end-user training and training materials
Trains users, including executives, to transform data into actionoriented information and to use that information correctly
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Research, Analyst, and Information Technology
Turn on job alerts
Business Intelligence Analyst in Ho Chi Minh City, Ho Chi Minh City, Vietnam
",https://vn.linkedin.com/jobs/view/business-intelligence-analyst-at-datvietvac-group-holdings-2751003789?refId=7ygMmKb6vAOSeRlvf5g7vg%3D%3D&trackingId=dvfEQha1CO57Mt1hsBQXDA%3D%3D&position=6&pageNum=3&trk=public_jobs_jserp-result_search-card
64,"REMOTE - DATA ENGINEER
Confidential Vietnam
1 week ago Be among the first 25 applicants
See who Confidential has hired for this role
No longer accepting applications
Note: just opens for vietnamese or expats who are currently living in Vietnam now
",https://vn.linkedin.com/jobs/view/remote-data-engineer-at-confidential-2774515969?refId=7ygMmKb6vAOSeRlvf5g7vg%3D%3D&trackingId=aAjzitKHr%2BQpq3jdsF5oBA%3D%3D&position=7&pageNum=3&trk=public_jobs_jserp-result_search-card
65,"Senior Manager, Strategy and Planning
Grab Ho Chi Minh City, Ho Chi Minh City, Vietnam
1 month ago Be among the first 25 applicants
See who Grab has hired for this role
Apply on company website
Save
Job Description:

Job Summary:

Work with PnL owners and other functions in formulating strategy and key initiatives to grow Grab products and services in Vietnam. You will dive deep to understand the merchant, driver partners and consumer sides of the business and provide recommendations to improve key metrics of the organization and build long term direction going forward.

The day-to-day activities:
Develop frameworks to analyze business problems, develop hypotheses, mine data, deliver recommendations, and assess impact of proposed solutions
Perform analysis & research plans to support decision making process
Able to partner closely with all business stakeholders across different functions to set and implement strategy
Manage end-to-end data projects; identifying issues, gathering information from various sources, analyzing data, interpreting patterns, and trends with the purpose of generating insights about the market
Conduct industry analysis and research with respect to competitive market trends to drive business insights.
Key requirements:
Bachelor’s or advanced degree in a relevant field.
Fluent in written and spoken English
At least 8 years of experience working in Management Consulting / Operations Management/ Business Intelligence / Market Research.
Strong presentation skill and ability to influence others
Strong Ppt skills → Able to present to leaders frequently
Strong stakeholder management skill -> both within VN and with the region
Experience in Data extraction, manipulation and visualization
Ability to use data to create meaningful insights for the team to execute on
Ability to zoom in and out of problems
Macro view and understand industry trends
Understand the operational nuances to work closely with the verticals to make the idea a reality → Need to be hands on
Business planning & Strategic projects:
Experience in business analysis and corporate planning
Ability to drive complex projects end to end
High level of adaptability in working in a high-pressure working environment
Dependable and reliable with timely follow-up
Attention to details and strong business acumen
Results and detail-oriented, with strong intuitions on how to solve problems creatively and quickly
Quick to think on their feet and formulate their POV on ideas to steer the conversation with Grab Leadership
Team mentoring:
Work with the S&P team to grow the reach and scope of the team
Foster relationships with product, operations, and finance teams across the region to create a collaborative environment in the true GrabWay.
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Strategy/Planning, Consulting, and Information Technology
Industries
IT Services and IT Consulting, Computer Software, and Financial Services
Referrals increase your chances of interviewing at Grab by 2x
See who you know
Turn on job alerts
Senior Strategy Manager in Ho Chi Minh City, Ho Chi Minh City, Vietnam
",https://vn.linkedin.com/jobs/view/senior-manager-strategy-and-planning-at-grab-2773765865?refId=7ygMmKb6vAOSeRlvf5g7vg%3D%3D&trackingId=mEyaFrNyY0hVvyKnTkKpAg%3D%3D&position=8&pageNum=3&trk=public_jobs_jserp-result_search-card
66,"MANAGER/HEAD DATA ANALYTICS & BUSINESS INTELLIGENCE - CREDIT RISK MANAGEMENT
Movi Việt Nam Ho Chi Minh City, Ho Chi Minh City, Vietnam
1 week ago Be among the first 25 applicants
No longer accepting applications
JOB DESCRIPTION Key Role and Responsibilities
Manage the preparation of reports for Risk Division to assist with the management of Credit Risk, Operational Risk,Compliance, Fraud and Collections (NPLs, Loan Impairment Expense and prudent provisioning)
Manage the design, development and maintenance of credit scorecards using internal data and external ‘Big Data’.
Manage the design, development, testing and evaluation of big data and machine learning solutions within the organizationthrough algorithms and tools.
Manage a team to design, develop and evaluate Machine Learning Pipelines solutions embracing the latest open source andcloud technologies like Python, R, AWS, …
Manage the preparation of budgets and reports on costs and expenses within Risk when required by Finance Division –provide leadership in prudently managing the approved departmental budget.
Working under instruction from the CRO you will manage credit risk forecasting, PD, LGD etc.
Be responsible for operational and statistical reports to primarily the Risk Department but will also support otherdepartments.
Manage the maintenance of internal file review process.
Manage the maintenance of old records system and transfer of files to Data Warehouse.
Oversee the high-quality maintenance of data within the company’s systems by Risk Division staff.
Oversee the extraction of PD, LGD data and maintenance of this data.
Manage internal reporting of 3rd Party agencies.
Ensure direct reports are managing efficient business operations that will aim to deliver best Risk Management practices,drive improvement in performance and develop team members.
Participate in the designing and implementation of training to help raise skill and knowledge levels of team members.
Immediately report instances of dishonesty or suspicious behavior, irrespective of the circumstances or individuals involved.
Comply with all operational risk duties as specified in the company’s policies and guidelines.
Knowledge of financial industry trends and best practice is desirable.
Provide feedback and input to any proposed changes to Risk policies where sought.
Strong skills in Excel required and knowledge of SQL is desirable.
Support change management projects and drive continuous improvement.
This role reports to the Chief Risk ",https://vn.linkedin.com/jobs/view/manager-head-data-analytics-business-intelligence-credit-risk-management-at-movi-vi%E1%BB%87t-nam-2784098488?refId=7ygMmKb6vAOSeRlvf5g7vg%3D%3D&trackingId=P%2FgYJs2oprBJdqRRll1B%2FQ%3D%3D&position=9&pageNum=3&trk=public_jobs_jserp-result_search-card
67,None,https://vn.linkedin.com/jobs/view/data-scientist-at-workforce-optimizer-ai-enabled-wfm-2778503891?refId=7ygMmKb6vAOSeRlvf5g7vg%3D%3D&trackingId=RO9ISpHKWKrZ1yAw%2FbBsVQ%3D%3D&position=10&pageNum=3&trk=public_jobs_jserp-result_search-card
68,"Senior Business Intelligence (Banking/Finance)
One Mount Hanoi, Hanoi, Vietnam
3 weeks ago Be among the first 25 applicants
See who One Mount has hired for this role
Apply Now
Save
Direct message the job poster from One Mount
Hang Pham
One Mount Group is seeking for Talents in Data/Tech expertise
Role Description

IT Business Intelligence collects and analyzes information to formulate the scope and objectives of technology solutions. Prepare and maintain technical documentation including requirements document, process flow, procedures and reporting to assist with the ongoing operation and maintenance of data management projects.

Responsibilities
Partner with Finance subject matter experts to determine detailed Finance requirements
Identify opportunities for process and control improvements
Work with Operations to identify inconsistencies between Finance and Operations requirements
Work with Technology to conduct gap analyses between Finance requirements and the existing SAP platform
Resolve all inconsistencies and document agreed upon end-to-end requirements and processes
Support the adoption of those requirements and processes within an agile development framework
Define test cases, support test execution and validate output
Analyzes business needs to determine technical requirements and identifies impacted areas/systems/processes and evaluates alternative solutions
Prepare technical documentation and deliverables including flow charts, models, and procedures, user guides and reporting.

Domain Expertise
Retail, Housing, Supply Chain or Financial Services
Familiar with Master Data Domains in one or more of the following data domains (e.g., Vendor, Chart of Accounts, Ledger, Business Partners) a plus
Familiar with SAP/ERP system a plus

Key Skills
Experience working in consulting and/or financial services
Proven Business analysis skill set with minimum 3+ years of working experience in the same role: requirement definition, business process mapping, problem solving, data analysis
Experience working within an agile development lifecycle

Analytics Experience
Interview, assess and analyze business needs
Translate business needs into technical requirements
Identifies impacted areas/systems/processes and evaluates alternative solutions

Individual Skills
Excellent communication, presentation (both oral and written) & influencing skills
Proactive problem solver, eye for detail, process driven
Familiar with Agile methodology
Good understanding of data management - data lineage, meta data, data quality, data governance, master data management
Proven ability to drive decisions and execute outcome
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Information Technology, Analyst, and Distribution
Industries
Internet Publishing
Referrals increase your chances of interviewing at One Mount by 2x
See who you know
Turn on job alerts
Business Intelligence Specialist in Hanoi, Hanoi, Vietnam
",https://vn.linkedin.com/jobs/view/senior-business-intelligence-banking-finance-at-one-mount-2755938749?refId=7ygMmKb6vAOSeRlvf5g7vg%3D%3D&trackingId=RgAuiPo1LGFBb53T8%2ByWfw%3D%3D&position=11&pageNum=3&trk=public_jobs_jserp-result_search-card
69,"Data Processing Senior Analyst
Grab Ho Chi Minh City, Ho Chi Minh City, Vietnam
1 month ago Be among the first 25 applicants
See who Grab has hired for this role
Apply on company website
Save
Job Description:

Get to know the team

The Business Process Automation team is a longstanding team responsible for coding automation solutions for all countries and verticals across Grab Operations. We make an impact by reducing manual work, increasing connectivity between systems and making bespoke scripts to drive value across the Org. Our team is made up of a diverse team of data analysts, full stack engineers, problem solvers and innovators. If you are looking for exciting challenges, organizational wide impact and to be part of a high-performing team then we’re the right place for you!

Get to know the role

We are looking for a new Senior Analyst for one of our Data Processing Teams. We believe a successful candidate has advanced problem solving and python programming skills, but if you believe you have what it takes then we’d love to hear from you either way. This role is required as we expand the team and continue to take on new opportunities. You will get to innovate, automate and help solve pressing problems across the organization. This role embraces your hard and soft skills to create automation tools for manual processes. Your work will have a huge impact on business operations by improving the performance and SLA of processes.

The Day-to-Day Activities

You need to work closely with business users to learn the business process, after which you will design a solution to automate that process after standardizing and optimizing it from end to end. This will require following:
Meeting with business users to gather and document requirements.
Propose design optimizations to ensure better solution design
Study the process and write query to extract data from database
Design solution and build database for automation
Write Python scripts for processing, analyzing data, connecting with other services via API.
Responsible for optimizing and maintaining automation scripts.
Build internal modules/packages on Python for internal use.
Assist other team members to optimize and bugfix.
Other related duties as required by Team Lead.
The Must-Haves
Strong understanding of data analytics, data processing and scripting.
Long Experience working with Python, R, MySQL, and other SQL languages.
Proficiency with Git a plus
Communication, interpersonal and stakeholder management skills.
English will be required to communicate effectively with stakeholders.
Work Experience Requirements

4+ years experience in data analytics, software development or process optimization roles.

Key Attributes / Skill Sets
Knowledge of and experience working with scripting languages such as Python, R, MySQL
Communication and organizational skills
Detail oriented and thorough.
Keen and prudent judgment and decision making.
Experience collaborating with non-technical teams (e.g. Operations teams, Sales, etc.).
Ability to analyze data to assess trends and issues impacting performance.
Knowledgeable with office computing tools Microsoft ",https://vn.linkedin.com/jobs/view/data-processing-senior-analyst-at-grab-2775912411?refId=7ygMmKb6vAOSeRlvf5g7vg%3D%3D&trackingId=NkcL%2FEWbusFnby%2F8aSSkJQ%3D%3D&position=12&pageNum=3&trk=public_jobs_jserp-result_search-card
