,Title,Company,Location,Link,Review
20,data entry clerk,Supertemp,"Halifax, NS",https://ca.indeed.com/rc/clk?jk=a4e04b86ca110887&fccid=62d2c2b86056eac2&vjs=3,4.1
21,data scientist,ICwhatUC Incorporated,"Calgary, AB•Remote",https://ca.indeed.com/rc/clk?jk=ea55f30623585143&fccid=4de447b8b392ca6b&vjs=3,None
22,"new
Junior Data Analyst",O2E Brands,"Vancouver, BC•Remote",https://ca.indeed.com/rc/clk?jk=1fd5cc124fd8fcaf&fccid=47b2425a6076f68f&vjs=3,4.1
23,"new
data scientist",BluVec Technologies INC,"Burnaby, BC",https://ca.indeed.com/rc/clk?jk=2ef275b9e49c8108&fccid=2f7935311d6630f9&vjs=3,None
24,data entry clerk,Swift Connect INC,"North Vancouver, BC",https://ca.indeed.com/rc/clk?jk=ef5d0658fa1fc3e4&fccid=11ea3340ca2b7dfc&vjs=3,None
25,Production worker or Shippers or Client care or Data entry,Imperial Manufacturing Group,"Richibucto, NB",https://ca.indeed.com/rc/clk?jk=d9be45a7106c23ea&fccid=8196e19c1b369c6d&vjs=3,3.2
26,Data Entry Clerk,Medi-Tran Services (1993) Ltd.,"Burnaby, BC",https://ca.indeed.com/rc/clk?jk=8a39031597d79c9d&fccid=09ca7b7f638ca5b4&vjs=3,None
27,"new
Operations Support Worker 1 (File Clerk/ Data Entry)",City of Grande Prairie,"Grande Prairie, AB",https://ca.indeed.com/company/City-of-Grande-Prairie/jobs/Operation-Support-Worker-f564eb66d7824e00?fccid=aca92c74944b42c7&vjs=3,3.5
28,"new
Data Analyst",Carbon Engineering Ltd.,"Vancouver, BC•Remote",https://ca.indeed.com/rc/clk?jk=868d3c1024596e62&fccid=cdb8d8e586239b40&vjs=3,None
29,"new
Data Analyst (Entry Level)",Jarvis,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=42af005c850840c8&fccid=be1d61a97eeef180&vjs=3,None
30,data administrator,DLH Carriers INC,"Woodstock, ON",https://ca.indeed.com/rc/clk?jk=e42e25b2eb0b7893&fccid=2341d4ee1d1d0c47&vjs=3,None
31,,,,https://ca.indeed.com/rc/clk?jk=7a7997e33d6a3a87&fccid=f28ec638e87509bd&vjs=3,None
32,,,,https://ca.indeed.com/rc/clk?jk=a17d5c493d53a7f7&fccid=b7748d8d3ec813ec&vjs=3,
33,,,,https://ca.indeed.com/rc/clk?jk=3ca2f5bf3f408439&fccid=76f4a3dc03792072&vjs=3,None
34,,,,https://ca.indeed.com/rc/clk?jk=64d00c5df95992c3&fccid=22fac912318d3005&vjs=3,None
35,,,,https://ca.indeed.com/rc/clk?jk=ccd4fe8f18659379&fccid=485e756c9843e57b&vjs=3,None
36,,,,https://ca.indeed.com/rc/clk?jk=a7cb719a2572fb4c&fccid=cbbec3f145fb93a4&vjs=3,
37,,,,https://ca.indeed.com/rc/clk?jk=5cdf3e33ec782232&fccid=d9c5023c3d8c12a4&vjs=3,None
38,,,,https://ca.indeed.com/rc/clk?jk=4415bd55913048c2&fccid=cf32a5ca3f9c2bfb&vjs=3,None
39,,,,https://ca.indeed.com/rc/clk?jk=15f80deba43851d9&fccid=3846ec7693803c75&vjs=3,None
40,,,,https://ca.indeed.com/rc/clk?jk=801e105f1f27c004&fccid=5944de108df4593e&vjs=3,None
41,data administrator,Dominion Law Group,"Surrey, BC",https://ca.indeed.com/rc/clk?jk=81acf31bd71722b5&fccid=9e81e401f34d0662&vjs=3,None
42,Data Entry Technician,University of British Columbia,"University of British Columbia (Vancouver campus), BC•Remote",https://ca.indeed.com/rc/clk?jk=4cf67402ea7d12c0&fccid=462e6068c17c7702&vjs=3,4.1
43,"new
Data Analyst",Malatest,"Victoria, BC",https://ca.indeed.com/rc/clk?jk=6529a66395815c8d&fccid=2068a6ece1dbed15&vjs=3,3.7
44,"new
data analyst - informatics and systems",EU Health and Innovations Inc.,"Thornhill, ON",https://ca.indeed.com/rc/clk?jk=ab2f226d320093ce&fccid=18b8a5794f3457fb&vjs=3,None
45,"new
Data Analyst Health Surveillance - BC Centre for Disease Con...",PHSA,"Vancouver, BC•Remote",https://ca.indeed.com/rc/clk?jk=4ea0796f9f9c8424&fccid=f66f721a44de3765&vjs=3,3.2
46,"new
CLK 09R - Data Integrity Clerk",BC Public Service,"Kelowna, BC",https://ca.indeed.com/rc/clk?jk=588725ddf07ce986&fccid=65dd05622a756445&vjs=3,3.5
47,data administrator,EVEREST TRANSPORTATION INC,"Bolton, ON",https://ca.indeed.com/rc/clk?jk=37668d78ec5a5e87&fccid=7094d59766eae01c&vjs=3,None
48,data entry clerk,Oxford Road Developments 4 Inc.,"North York, ON",https://ca.indeed.com/rc/clk?jk=7c2a2605e10b73b4&fccid=7cbce33a06ea0e08&vjs=3,None
49,Statistical Program Data Analyst,York Region,"Newmarket, ON",https://ca.indeed.com/rc/clk?jk=d1f2cc3f0b831663&fccid=f3c54a468b13c9c9&vjs=3,4.2
50,French or Spanish TV Listings Data Entry,TV Media Inc.,"Orleans, ON",https://ca.indeed.com/rc/clk?jk=0a26b05358c641bd&fccid=bddde2e0cda4469b&vjs=3,None
51,"analyst, database",Echello Inc,"Richmond, BC",https://ca.indeed.com/rc/clk?jk=f4d41a14336dbec8&fccid=3027fec2d8f6a0dd&vjs=3,None
52,"new
Administrative and Data Entry Clerk",PHSA,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=2fd8b22a1447e506&fccid=f66f721a44de3765&vjs=3,3.2
53,"new
Data Analyst",Shaw Communications,"Calgary, AB+1 location•Remote",https://ca.indeed.com/rc/clk?jk=e19656f063378774&fccid=0261b4753802fd26&vjs=3,3.8
54,Data Analyst Intern,Geotab,"Oakville, ON•Remote",https://ca.indeed.com/rc/clk?jk=52509b27b1d76cf4&fccid=31921a4bf53a6026&vjs=3,3.1
55,"new
database analyst",Federation of Calgary Communities,"Calgary, AB•Remote",https://ca.indeed.com/rc/clk?jk=b142a91bd5dbbd28&fccid=5ac08e265eb79556&vjs=3,2.5
56,data processing consultant,Ginqo Consulting Ltd,"Toronto, ON•Remote",https://ca.indeed.com/rc/clk?jk=77fd43337588475e&fccid=d4c3d234697a19fc&vjs=3,None
57,"new
Analyst, Data Quality Measurement",RBC,"Bedford, NS",https://ca.indeed.com/rc/clk?jk=0bec7d72304dc6bd&fccid=537b899e30af3338&vjs=3,4.0
58,"new
Data Engineer",Cognizant Technology Solutions,"Toronto, ON+1 location",https://ca.indeed.com/rc/clk?jk=9a8dacc1f7b2e5f8&fccid=2df6a1e69a70a1e7&vjs=3,3.9
59,"new
Data Analyst, Asset Managemnt",Metrolinx,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=088c41d0ebf47f0f&fccid=d414f1d26cf29ec6&vjs=3,4.0
60,Stage - Data Scientist (Scientifique de données),Paradocs Mountain Software,"Quebec City, QC",https://ca.indeed.com/rc/clk?jk=12ac8329267eb201&fccid=ebe5a4bb96663080&vjs=3,None
61,"new
Data Analyst",Intact,"Ajax, ON+1 location•Remote",https://ca.indeed.com/rc/clk?jk=0c9ffa6d877d581d&fccid=a614b30520ebe6c9&vjs=3,3.8
62,database analyst,Dynamic Endoscopy & Speciality Care,"St. Catharines, ON",https://ca.indeed.com/rc/clk?jk=3f5b414ada2ec8c1&fccid=ca232af00721388d&vjs=3,None
63,Research Data Analyst,University of Victoria,"Victoria, BC",https://ca.indeed.com/rc/clk?jk=d633ccb85d80818a&fccid=95737967a35b2629&vjs=3,4.2
64,Data Annotator,Moveworks.ai,Remote,https://ca.indeed.com/rc/clk?jk=51e95a8260a92200&fccid=5b4ea6c0422a3b24&vjs=3,None
65,"new
Data Center IT Technician - Night Shift",CBRE,"Markham, ON",https://ca.indeed.com/rc/clk?jk=a348c520ad80b237&fccid=c9b9e477b3c84b4d&vjs=3,3.7
66,Data Analyst Intern,Entrust Datacard,"Ottawa, ON",https://ca.indeed.com/rc/clk?jk=8ef1f39893cdf2ed&fccid=5d565cdaa5362a7d&vjs=3,3.2
67,"new
Data Analyst",EPCOR,"Edmonton, AB",https://ca.indeed.com/rc/clk?jk=a4b58906375f9692&fccid=222a77835483d6f4&vjs=3,3.4
68,"new
database administrator (DBA)",D4 Logistics Inc.,"Mississauga, ON",https://ca.indeed.com/rc/clk?jk=f0e860fb5e425c01&fccid=66be5571f6380e11&vjs=3,3.4
69,database analyst,Exioms Canada,"Mississauga, ON",https://ca.indeed.com/rc/clk?jk=9917e80751ce4f74&fccid=619fae8b60ac5957&vjs=3,None
70,Data Analyst,WorkTango,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=4e1c91cd37ad5f00&fccid=0f25788b92067625&vjs=3,None
71,Data Analyst,Bitbuy Technologies Inc.,"Toronto, ON",https://ca.indeed.com/company/Bitbuy-Technologies-Inc./jobs/Data-Analyst-fcc63c78c3788c81?fccid=4fde151bbecd30ba&vjs=3,None
72,Data Scientist Intern,DRW,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=d5f9fb5ed9eddb8a&fccid=d9e7c4d795860e0c&vjs=3,4.4
73,Web Data Entry Specialist (6 months) / Spécialiste en saisie...,Air Canada Vacations,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=0b1d06fc523329a1&fccid=dece7428a52603d2&vjs=3,3.3
74,"new
Data Annotator, HR domain",Moveworks.ai,Remote,https://ca.indeed.com/rc/clk?jk=00b6ec2f16b65972&fccid=5b4ea6c0422a3b24&vjs=3,None
75,"new
Data Analyst",Purolator,"Pickering, ON",https://ca.indeed.com/rc/clk?jk=f622d61d09090bff&fccid=2d41d5ad36e5177e&vjs=3,3.6
76,database analyst,Thinka Creative Ltd.,"Burnaby, BC",https://ca.indeed.com/rc/clk?jk=dc2d5d374b0726f3&fccid=c49d94379e053eda&vjs=3,None
77,"new
Data and Analytics Technologist",City of Richmond Hill,"Richmond Hill, ON",https://ca.indeed.com/rc/clk?jk=8c1716bf32be1df3&fccid=dd07620fcfc833ab&vjs=3,4.1
78,"new
Data Analyst - Winter Student",Scribendi,"Chatham-Kent, ON",https://ca.indeed.com/rc/clk?jk=8691881c379f5333&fccid=13eedb937c7ac8be&vjs=3,None
79,Data Analyst,CCTS-CPRST,"Ottawa, ON•Temporarily Remote",https://ca.indeed.com/company/CCTS--CPRST/jobs/Data-Analyst-f68c403a00d4d1ac?fccid=77704ddb195cdf31&vjs=3,None
80,Junior Data Analyst,SNC-Lavalin,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=71e4d49852e7fbc9&fccid=59b04a51f1164f7e&vjs=3,4.0
81,Data Science Intern,"Analysis Group, Inc.","Montréal, QC",https://ca.indeed.com/rc/clk?jk=325ed18b85962807&fccid=0fc0821efa996180&vjs=3,None
82,"Data Analyst, Competitive Intelligence",Klue,"Vancouver, BC•Remote",https://ca.indeed.com/rc/clk?jk=4ed398705822e85f&fccid=97d82e5ee0248fef&vjs=3,5.0
83,database analyst,North Vista Immigration Consultants Inc.,"Mississauga, ON",https://ca.indeed.com/rc/clk?jk=4787b57aba270871&fccid=023eb84411d552b7&vjs=3,None
84,"new
AM Data Entry Clerk",UNITED PARCEL SERVICE,"Caledon, ON",https://ca.indeed.com/rc/clk?jk=8b96ef92c66919eb&fccid=fcf465e707df52fb&vjs=3,3.7
85,"new
Data Quality Analyst",Coast Capital Savings Federal Credit Union,"Surrey, BC",https://ca.indeed.com/rc/clk?jk=b872ac64a0c2bff0&fccid=8079b36e0ecb8741&vjs=3,3.8
86,data warehouse analyst,1st Call Industrial Ltd.,"Mississauga, ON",https://ca.indeed.com/rc/clk?jk=e8b3ddf1ec51ea01&fccid=820ac22d22b22531&vjs=3,None
87,"new
administrator, data",O&B Transport Inc,"Edmonton, AB",https://ca.indeed.com/rc/clk?jk=e965857d7954c945&fccid=3d0e3f6020dd93ba&vjs=3,None
88,"new
Stage Hiver 2022 - Développeur(se) – Données (BI",iA Financial Group / iA Groupe financier,"Quebec City, QC",https://ca.indeed.com/rc/clk?jk=50432430937d0860&fccid=444bc595982427f3&vjs=3,3.6
89,"Business Analyst, Full-Time 2022 Grads - All Universities",Capital One,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=94e591423d4e8d70&fccid=b85c5070c3d3d8c8&vjs=3,3.9
90,Data Entry Technician,University of British Columbia,"University of British Columbia (Vancouver campus), BC•Remote",https://ca.indeed.com/rc/clk?jk=3aa2bc49c287d149&fccid=462e6068c17c7702&vjs=3,4.1
91,Data Scientist Intern (4 months),IBM,"Mississauga, ON+1 location",https://ca.indeed.com/rc/clk?jk=27760c298988949e&fccid=de71a49b535e21cb&vjs=3,3.9
92,ISPS Document Data Entry (18:30-23:30) Flexible,UNITED PARCEL SERVICE,"Lachine, QC",https://ca.indeed.com/rc/clk?jk=c7903e832a6b08a2&fccid=fcf465e707df52fb&vjs=3,3.7
93,Intl Data Entry Operator 6:00am-10:00am,UNITED PARCEL SERVICE,"Fredericton, NB",https://ca.indeed.com/rc/clk?jk=f2907707b23f9151&fccid=fcf465e707df52fb&vjs=3,3.7
94,data input clerk,Lighthouse Cabinetry,"Lindsay, ON",https://ca.indeed.com/rc/clk?jk=51c1c6c2938a83f1&fccid=2d23855fc592e8f6&vjs=3,None
95,"new
Data Scientist – Delta One Strats",Morgan Stanley,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=e1a693dec985b01d&fccid=0c39fb2c91742dcf&vjs=3,3.9
96,Repost - Statistical Data Analyst,York Region,"East Gwillimbury, ON",https://ca.indeed.com/rc/clk?jk=d3be6eedcdd3383f&fccid=f3c54a468b13c9c9&vjs=3,4.2
97,"new
Data Science Intern",BOEING,"Vancouver, BC•Remote",https://ca.indeed.com/rc/clk?jk=5d810ce9f2718dde&fccid=edae4285faf6c2f0&vjs=3,3.9
98,data entry clerk,Professional Valve Service,"Sarnia, ON",https://ca.indeed.com/rc/clk?jk=93999300eb08f435&fccid=537f7c6320229d1b&vjs=3,2.0
99,Data Scientist,CGI Inc,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=708036fdcf3dcd1b&fccid=43a69183767d4301&vjs=3,3.6
100,Data Science/Machine Learning - Internship/Co-op,Knowtions Research,"Toronto, ON",https://ca.indeed.com/company/Knowtions-Research/jobs/Data-Science-Machine-Learning-ee6fc1bddc64a799?fccid=577bda31d98bdd7c&vjs=3,None
101,Junior Analyst - Data Quality Management,EY,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=0a65be42dee20f19&fccid=1544766d4c2915b0&vjs=3,4.0
102,"new
RESEARCH ANALYST",NORQUEST COLLEGE,"Edmonton, AB",https://ca.indeed.com/company/NORQUEST-COLLEGE/jobs/Research-Analyst-e9c48f89ad877904?fccid=b38ca73a947fa588&vjs=3,3.3
103,Data Scientist Intern,Geotab,"Oakville, ON•Remote",https://ca.indeed.com/rc/clk?jk=14fa0cedade273f3&fccid=31921a4bf53a6026&vjs=3,3.1
104,"new
Administrative & Data Entry Clerk, Ambulatory Clinics - BC C...",PHSA,"Vancouver, BC•Remote",https://ca.indeed.com/rc/clk?jk=560ddb656e390211&fccid=f66f721a44de3765&vjs=3,3.2
105,"new
Information Technology/ Data Reporting Specialist",Ontario One Call,"Guelph, ON•Remote",https://ca.indeed.com/company/Ontario-One-Call/jobs/Information-Technology-17173bcaf4355ab4?fccid=d73fafec327b0fdc&vjs=3,3.5
106,Canada / Data Engineer/Scientist,Neoxia,"Montréal, QC",https://ca.indeed.com/company/Neoxia/jobs/Canada-fabc72ad5055bc12?fccid=48ac8c0424bc6479&vjs=3,None
107,"new
Data Engineer",Niagara Region,"Niagara, ON•Remote",https://ca.indeed.com/rc/clk?jk=fe58a5a116b11afc&fccid=b7748d8d3ec813ec&vjs=3,3.4
108,Data Science Intern,Geotab,"Oakville, ON•Remote",https://ca.indeed.com/rc/clk?jk=50b518ce27b3eb46&fccid=31921a4bf53a6026&vjs=3,3.1
109,Data administrator,Dominion Law Group Law Coorporation,"Surrey, BC",https://ca.indeed.com/rc/clk?jk=bb558438579ee675&fccid=2e932c6cda6cfc5b&vjs=3,None
110,"new
Database & General Administrator",Scott Land & Lease,"Calgary, AB•Remote",https://ca.indeed.com/company/Scott-Land-&-Lease/jobs/Database-General-Administrator-25dddb5b32b5ac33?fccid=5c05771af98a9e4d&vjs=3,3.8
111,"new
Data Analyst (Research & Stat Officer 3) (Designated)",Province of Nova Scotia,"Halifax, NS",https://ca.indeed.com/rc/clk?jk=0c0ce2efd7257048&fccid=76b2daf26bb1853b&vjs=3,3.8
112,"new
GCP Data Engineer",Cognizant Technology Solutions,"Mississauga, ON",https://ca.indeed.com/rc/clk?jk=f9d1a3213c6831fd&fccid=2df6a1e69a70a1e7&vjs=3,3.9
113,"new
Developer SAS data engineering",National Bank of Canada,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=57392672c37979d4&fccid=bb42ba28e525eb20&vjs=3,3.9
114,"new
Data Engineer",Cooke Aquaculture Inc.,"Saint John, NB",https://ca.indeed.com/rc/clk?jk=d01a38559aa035e1&fccid=72c7f21698b207b9&vjs=3,3.1
115,"new
Business Analyst Intern (4 months)",IBM,"Markham, ON",https://ca.indeed.com/rc/clk?jk=03f46bda3174c1ba&fccid=de71a49b535e21cb&vjs=3,3.9
116,"new
Data Engineer",Relogix,"Toronto, ON•Remote",https://ca.indeed.com/company/Relogix/jobs/Data-Engineer-420e006d66046a73?fccid=20c3bc2bb3066b33&vjs=3,2.3
117,Data Engineering Co-op,Telesat,"Ottawa, ON",https://ca.indeed.com/company/Telesat/jobs/Data-Engineering-Op-211635ef698527a1?fccid=6aa998038e039ec2&vjs=3,3.9
118,Data Scientist Rotation Program,National Bank of Canada,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=36d61b64f578a8cc&fccid=bb42ba28e525eb20&vjs=3,3.9
119,"Data Scientist, Insights (Remote)",Pelmorex Corp,Remote,https://ca.indeed.com/rc/clk?jk=e9a0ea9fa5adf518&fccid=b2d4328e43e833e5&vjs=3,4.0
120,"Student Assistant, Data Entry (CEIT)",Douglas College,"New Westminster, BC•Remote",https://ca.indeed.com/rc/clk?jk=4e4b6b46ed482dcb&fccid=56011b3826a3aceb&vjs=3,4.4
121,SEAMO Data Entry Clerk Temporary Full-Time (60426),Kingston Health Sciences Centre,"Kingston, ON",https://ca.indeed.com/rc/clk?jk=4a67e1ea9db8f629&fccid=3f86deaa70027a86&vjs=3,3.7
122,Catalog Data Entry Specialist- Montreal,AVB Marketing,"Montréal, QC•Remote",https://ca.indeed.com/company/AVB-Marketing/jobs/Catalog-Data-Entry-Specialist-94fec899266310ec?fccid=358828b344ab79b5&vjs=3,None
123,Geographic Information System (GIS) and Data Management Offi...,Environment and Climate Change Canada,"Yellowknife, NT",https://ca.indeed.com/rc/clk?jk=6abcfd4a2173bc0b&fccid=d45e6800befca5fb&vjs=3,4.3
124,Catalog Data Entry Specialist- Montreal,AVB,"Boucherville, QC•Remote",https://ca.indeed.com/rc/clk?jk=90a680f199b9b228&fccid=a61ca633d071ed5e&vjs=3,None
125,Data and Training Analyst,Bluedrop Training & Simulation,"Halifax, NS•Remote",https://ca.indeed.com/rc/clk?jk=0d5bbe0c269f5e20&fccid=4e6f311925eac291&vjs=3,4.0
126,Data Analyst,PAL Aerospace,"St. John's, NL",https://ca.indeed.com/rc/clk?jk=0446aeb89d5a2cd3&fccid=600661af9221bdce&vjs=3,3.1
127,Data Science Analyst (Remote),Yelp,"Toronto, ON•Remote",https://ca.indeed.com/rc/clk?jk=52df01128134e3f6&fccid=0e94073a1c937bd1&vjs=3,None
128,"new
Data Processing Clerk A - Multi-Organ Transplant Program",Nova Scotia Health Authority,"Halifax, NS",https://ca.indeed.com/company/Nova-Scotia-Health-Authority/jobs/Data-Processing-Clerk-1ca0b2520eb114c7?fccid=9c880c5747b17cb7&vjs=3,None
129,data processing and systems analysis manager,Cash Live Entertainment Inc.,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=cf29c7c6a89e5f97&fccid=d56e07648789136e&vjs=3,None
130,Data Collection Coder,Malatest,"Ottawa, ON•Temporarily Remote",https://ca.indeed.com/rc/clk?jk=1d83241b99fc8890&fccid=2068a6ece1dbed15&vjs=3,3.7
131,Policy and Data Analyst - Careers for Persons with Disabilit...,Public Service Commission of Canada,Canada•Temporarily Remote,https://ca.indeed.com/rc/clk?jk=14ee027a7c50f9f7&fccid=6c8be11ca276210a&vjs=3,4.1
132,"new
Data Analyst",Levio,"Montréal, QC",https://ca.indeed.com/rc/clk?jk=2f8ab367a8e80eda&fccid=32c9262352d9ac8a&vjs=3,4.7
133,Data Analyst,Manitoba Government,"Winnipeg, MB",https://ca.indeed.com/rc/clk?jk=42cc123b1304f0a2&fccid=84928e77c488cf4e&vjs=3,3.7
134,"new
Service Barrie Customer Systems Data Analyst",City of Barrie,"Springwater, ON",https://ca.indeed.com/rc/clk?jk=5ff749c7893773e0&fccid=56897ef9a1dfc87f&vjs=3,3.9
135,Data Analyst,Redhead Equipment,"Regina, SK",https://ca.indeed.com/company/Redhead-Equipment/jobs/Data-Analyst-8852fbd9822bb9f2?fccid=0ccc9bc1ff5b3ebe&vjs=3,3.6
136,Data Strategist (Remote),Pelmorex Corp,Remote,https://ca.indeed.com/rc/clk?jk=f337a6c7556c3757&fccid=b2d4328e43e833e5&vjs=3,4.0
137,Data Entry Clerk – ACW,Sioux Lookout First Nations Health Authority,"Sioux Lookout, ON",https://ca.indeed.com/rc/clk?jk=4bf9e69dab46780c&fccid=545a4a9f500fa727&vjs=3,4.3
138,Payroll Data Clerk,Island Health,"Victoria, BC",https://ca.indeed.com/rc/clk?jk=1a24aa801260412b&fccid=139e079044c36dab&vjs=3,3.5
139,"new
Technicien Centre de Données / Data Center Technician","Amazon Data Services CAN, Inc.","Varennes, QC",https://ca.indeed.com/rc/clk?jk=60ca124f68b10b2c&fccid=fe2d21eef233e94a&vjs=3,3.5
140,"new
GIS Analyst/ Data Analyst",Canadian Nuclear Laboratories,"Chalk River, ON",https://ca.indeed.com/rc/clk?jk=4fec0325bc81678a&fccid=a0da53533519eae5&vjs=3,3.6
141,"new
Data Analyst L1",Libro Credit Union,"Essex, ON",https://ca.indeed.com/rc/clk?jk=1a9b9b13b4a6edcc&fccid=8ff3101a1c0072d6&vjs=3,4.1
142,Data Analyst Co-op/Intern [January 2022),A Thinking Ape,British Columbia•Remote,https://ca.indeed.com/rc/clk?jk=ea17944a408fa117&fccid=72805b59c37bc6cc&vjs=3,None
143,"new
Developer, Data Science",Bell Canada,"Toronto, ON+1 location",https://ca.indeed.com/rc/clk?jk=4f327473dde4b63e&fccid=b726a5ebc0841dee&vjs=3,3.8
144,Data Analyst,Bolt Logistics,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=968e23666f608542&fccid=39819b98bf274ae4&vjs=3,4.4
145,"new
Data Analyst",Woodlands Head Office,"Saint John, NB",https://ca.indeed.com/rc/clk?jk=0d665974b7bcd564&fccid=b680520115bfd867&vjs=3,2.7
146,electronic data processing (EDP) applications programmer,LEDS Inc,"North York, ON•Remote",https://ca.indeed.com/rc/clk?jk=9300e8f2da84f050&fccid=a073277c5c027589&vjs=3,None
147,database analyst,KAN Security Inc.,"Surrey, BC",https://ca.indeed.com/rc/clk?jk=1e6835158aeb5d5a&fccid=083cc5fd66fca8b6&vjs=3,None
148,Data Analytics and Reporting Specialist,Butterfield Support Services (Halifax) Limited,"Halifax, NS",https://ca.indeed.com/rc/clk?jk=a9a8d32103ee79a3&fccid=91f6699417df0ecb&vjs=3,None
149,Join Statistics Canada for Assistant Director Opportunities,Statistics Canada,"Ottawa, ON•Temporarily Remote",https://ca.indeed.com/rc/clk?jk=accfa8fb00db6bba&fccid=015fab4acc81b466&vjs=3,4.1
150,Data Entry Technician,University of British Columbia,"University of British Columbia (Vancouver campus), BC•Remote",https://ca.indeed.com/rc/clk?jk=4cf67402ea7d12c0&fccid=462e6068c17c7702&vjs=3,4.1
151,"new
Laboratory Assistant/ Data Entry Clerk, St. Paul's Hospital...",PHSA,"Vancouver, BC•Remote",https://ca.indeed.com/rc/clk?jk=9735b32340743311&fccid=f66f721a44de3765&vjs=3,3.2
