,Title,Link
108,Kiến Trúc Sư Cảnh Quan(NEW),https://www.vietnamworks.com/kien-truc-su-canh-quan-37-1-1436420-jd/?source=searchResults&searchType=2&placement=1436621&sortBy=date
109,Assistant Director of Sales(NEW),https://www.vietnamworks.com/assistant-director-of-sales-16-1436419-jd/?source=searchResults&searchType=2&placement=1436620&sortBy=date
110,Thiết Kế Mô Hình 3D (Thiệp 3D Pop-Up Cards )(NEW),https://www.vietnamworks.com/thiet-ke-mo-hinh-3d-thiep-3d-pop-up-cards-4-1436514-jd/?source=searchResults&searchType=2&placement=1436715&sortBy=date
111,Fresher C#/.net(NEW),https://www.vietnamworks.com/fresher-c-sharp-net-1-1436411-jd/?source=searchResults&searchType=2&placement=1436612&sortBy=date
112,Front-End Web Developer (Html/css/js -Up to $900)(NEW),https://www.vietnamworks.com/front-end-web-developer-html-css-js-up-to-900-4-1-1436533-jd/?source=searchResults&searchType=2&placement=1436734&sortBy=date
113,Kỹ Sư Giám Sát(NEW),https://www.vietnamworks.com/ky-su-giam-sat-33-1-1436321-jd/?source=searchResults&searchType=2&placement=1436522&sortBy=date
114,Marketing Director(NEW),https://www.vietnamworks.com/marketing-director-134-1-1436364-jd/?source=searchResults&searchType=2&placement=1436565&sortBy=date
115,Simulation Tool Developer(NEW),https://www.vietnamworks.com/simulation-tool-developer-1-1433900-jd/?source=searchResults&searchType=2&placement=1434101&sortBy=date
116,[R&D] Mechanical Simulation Engineer (with Matlab or Python Skill)(NEW),https://www.vietnamworks.com/r-d-mechanical-simulation-engineer-with-matlab-or-python-skill-1-1-2-1433851-jd/?source=searchResults&searchType=2&placement=1434052&sortBy=date
117,HR Officer(NEW),https://www.vietnamworks.com/hr-officer-121-1-1433906-jd/?source=searchResults&searchType=2&placement=1434107&sortBy=date
118,Trưởng Phòng Kinh Doanh(NEW),https://www.vietnamworks.com/truong-phong-kinh-doanh-1660-1-1433879-jd/?source=searchResults&searchType=2&placement=1434080&sortBy=date
119,Cloud Data Engineer - Salary up to 4000$ & Joining Bonus up to 30M VND(NEW),https://www.vietnamworks.com/cloud-data-engineer-salary-up-to-4000-joining-bonus-up-to-30m-vnd-1-1-1435163-jd/?source=searchResults&searchType=2&placement=1435364&sortBy=date
120,[Khu Vực Hà Nội] Chuyên Viên Tư Vấn Tài Chính Cấp Cao – Kênh Hợp Tác Ngân Hàng Nước Ngoài(NEW),https://www.vietnamworks.com/khu-vuc-ha-noi-chuyen-vien-tu-van-tai-chinh-cap-cao-kenh-hop-tac-ngan-hang-nuoc-ngoai-1436250-jd/?source=searchResults&searchType=2&placement=1436451&sortBy=date
121,Chuyên Viên Kinh Doanh Ngoại Hối 2 - Phòng Kinh Doanh Ngoại Hối và Sản Phẩm Phái Sinh(NEW),https://www.vietnamworks.com/chuyen-vien-kinh-doanh-ngoai-hoi-2-phong-kinh-doanh-ngoai-hoi-va-san-pham-phai-sinh-1436216-jd/?source=searchResults&searchType=2&placement=1436417&sortBy=date
122,Senior Software Developer (Java/javascript)(NEW),https://www.vietnamworks.com/senior-software-developer-java-javascript-1-1-1433574-jd/?source=searchResults&searchType=2&placement=1433775&sortBy=date
123,New Product Development Engineer(15 ~ 30 Triệu /tháng)(NEW),https://www.vietnamworks.com/new-product-development-engineer-15-30-trieu-thang-1433725-jd/?source=searchResults&searchType=2&placement=1433926&sortBy=date
124,Giám Đốc Sàn Giao Dịch(NEW),https://www.vietnamworks.com/giam-doc-san-giao-dich-2-1-1-1433614-jd/?source=searchResults&searchType=2&placement=1433815&sortBy=date
125,Java Developer – 2+ Years’ Experience(NEW),https://www.vietnamworks.com/java-developer-2-years-experience-1-1-1436545-jd/?source=searchResults&searchType=2&placement=1436746&sortBy=date
126,Chuyên Viên SOC và Hỗ Trợ Dự Án Security(NEW),https://www.vietnamworks.com/chuyen-vien-soc-va-ho-tro-du-an-security-1-1436196-jd/?source=searchResults&searchType=2&placement=1436397&sortBy=date
127,Thiết Kế Đồ Họa Vi Tính – Computer Graphic Designer(NEW),https://www.vietnamworks.com/thiet-ke-do-hoa-vi-tinh-computer-graphic-designer-3-1-1-1-1-1-3-1436481-jd/?source=searchResults&searchType=2&placement=1436682&sortBy=date
128,Material Controller(NEW),https://www.vietnamworks.com/material-controller-5-1-1436350-jd/?source=searchResults&searchType=2&placement=1436551&sortBy=date
129,Kỹ Sư Điện(NEW),https://www.vietnamworks.com/ky-su-dien-618-1-1436320-jd/?source=searchResults&searchType=2&placement=1436521&sortBy=date
130,Trưởng Bộ Phận Quản Lý Chất Lượng(NEW),https://www.vietnamworks.com/truong-bo-phan-quan-ly-chat-luong-12-1-1436296-jd/?source=searchResults&searchType=2&placement=1436497&sortBy=date
131,Backend Developer(NEW),https://www.vietnamworks.com/backend-developer-37-1-1433908-jd/?source=searchResults&searchType=2&placement=1434109&sortBy=date
132,Kỹ Sư Cơ - HVAC(NEW),https://www.vietnamworks.com/ky-su-co-hvac-2-1433818-jd/?source=searchResults&searchType=2&placement=1434019&sortBy=date
133,Data Analyst (Mức Lương 15-23 Triệu)(NEW),https://www.vietnamworks.com/data-analyst-muc-luong-15-23-trieu-1-1-1434896-jd/?source=searchResults&searchType=2&placement=1435097&sortBy=date
134,"Trưởng Phòng Phát Triển Phần Mềm (Pm, 30-45M)(NEW)",https://www.vietnamworks.com/truong-phong-phat-trien-phan-mem-pm-30-45m-1434889-jd/?source=searchResults&searchType=2&placement=1435090&sortBy=date
135,Cán Bộ Môi Giới – VCBS Hội Sở Chính(NEW),https://www.vietnamworks.com/can-bo-moi-gioi-vcbs-hoi-so-chinh-1-1436582-jd/?source=searchResults&searchType=2&placement=1436783&sortBy=date
136,Kiến Trúc Sư ( Kỹ Sư Thiết Kế )(NEW),https://www.vietnamworks.com/kien-truc-su-ky-su-thiet-ke-74-1436261-jd/?source=searchResults&searchType=2&placement=1436462&sortBy=date
137,[Khu Vực HCM] Chuyên Viên Tư Vấn Tài Chính Cấp Cao – Kênh Hợp Tác Ngân Hàng Nước Ngoài(NEW),https://www.vietnamworks.com/khu-vuc-hcm-chuyen-vien-tu-van-tai-chinh-cap-cao-kenh-hop-tac-ngan-hang-nuoc-ngoai-1436226-jd/?source=searchResults&searchType=2&placement=1436427&sortBy=date
